list_name,name,label,label::Arabic,Governorate,District,Sub_district,
District,SY0502,As-Suqaylabiyah,السقيلبية,SY05,,,
District,SY0503,As-Salamiyeh,السلمية,SY05,,,
District,SY0504,Masyaf,مصياف,SY05,,,
District,SY0505,Muhradah,محردة,SY05,,,
District,SY0600,Lattakia,مركز اللاذقية,SY06,,,
District,SY0602,Jablah,جبلة,SY06,,,
District,SY0603,Al-Haffa,الحفة,SY06,,,
District,SY0604,Al-Qardaha,القرداحة,SY06,,,
District,SY0700,Idleb,مركز إدلب,SY07,,,
District,SY0702,Al Ma'ra,معرة النعمان,SY07,,,
District,SY0703,Harim,حارم,SY07,,,
District,SY0704,Jisr-Ash-Shugur,جسر الشغور,SY07,,,
District,SY0705,Ariha,أريحا,SY07,,,
District,SY0800,Al-Hasakeh,مركز الحسكة,SY08,,,
District,SY0802,Quamishli,القامشلي,SY08,,,
District,SY0803,Al-Malikeyyeh,المالكية,SY08,,,
District,SY0804,Ras Al Ain,رأس العين,SY08,,,
District,SY0901,Deir-ez-Zor,مركز دير الزور,SY09,,,
District,SY0902,Abu Kamal,البوكمال,SY09,,,
District,SY0903,Al Mayadin,الميادين,SY09,,,
District,SY1000,Tartous,مركز طرطوس,SY10,,,
District,SY1006,Qadmous,القدموس,SY10,,,
District,SY1003,Safita,صافيتا,SY10,,,
District,SY1004,Dreikish,دريكيش,SY10,,,
District,SY1005,Sheikh Badr,الشيخ بدر,SY10,,,
District,SY1101,Ar-Raqqa,مركز الرقة,SY11,,,
District,SY1102,Tell Abiad,تل أبيض,SY11,,,
District,SY1103,Ath-Thawrah,الثورة,SY11,,,
District,SY1200,Dar'a,درعا,SY12,,,
District,SY1202,As-Sanamayn,الصنمين,SY12,,,
District,SY1203,Izra',ازرع,SY12,,,
District,SY1300,As-Sweida,مركز السويداء,SY13,,,
District,SY1302,Salkhad,صلخد,SY13,,,
District,SY1303,Shahba,شهبا,SY13,,,
District,SY1400,Quneitra,مركز القنيطرة,SY14,,,
District,SY1402,Al Fiq,فيق,SY14,,,
District,SY1002,Banyas,بانياس,SY10,,,
Sub_district,SY070500,Ariha,مركز أريحا,SY07,SY0705,,
Sub_district,SY070501,Ehsem,احسم,SY07,SY0705,,
Sub_district,SY070502,Mhambal,محمبل,SY07,SY0705,,
Sub_district,SY070400,Jisr-Ash-Shugur,مركز جسر الشغور,SY07,SY0704,,
Sub_district,SY070401,Badama,بداما,SY07,SY0704,,
Sub_district,SY070402,Darkosh,دركوش,SY07,SY0704,,
Sub_district,SY070403,Janudiyeh,الجانودية,SY07,SY0704,,
Sub_district,SY070300,Harim,مركز حارم,SY07,SY0703,,
Sub_district,SY070301,Dana,دانا,SY07,SY0703,,
Sub_district,SY070302,Salqin,سلقين,SY07,SY0703,,
Sub_district,SY070303,Kafr Takharim,كفر تخاريم,SY07,SY0703,,
Sub_district,SY070304,Qourqeena,قورقينا,SY07,SY0703,,
Sub_district,SY070305,Armanaz,أرمناز,SY07,SY0703,,
Sub_district,SY070001,Abul Thohur,أبو الظهور,SY07,SY0700,,
Sub_district,SY070002,Bennsh,بنش,SY07,SY0700,,
Sub_district,SY070003,Saraqab,سراقب,SY07,SY0700,,
Sub_district,SY070004,Teftnaz,تفتناز,SY07,SY0700,,
Sub_district,SY070005,Maaret Tamsrin,معرة تمصرين,SY07,SY0700,,
Sub_district,SY070006,Sarmin,سرمين,SY07,SY0700,,
Sub_district,SY070000,Idleb,مركز إدلب,SY07,SY0700,,
Sub_district,SY070200,Ma'arrat An Nu'man,مركز معرة النعمان,SY07,SY0702,,
Sub_district,SY070201,Khan Shaykun,خان شيخون,SY07,SY0702,,
Sub_district,SY070202,Sanjar,سنجار,SY07,SY0702,,
Sub_district,SY070203,Kafr Nobol,كفر نبل,SY07,SY0702,,
Sub_district,SY070204,Tamanaah,التمانعة,SY07,SY0702,,
Sub_district,SY070205,Heish,حيش,SY07,SY0702,,
Sub_district,SY080200,Quamishli,مركز القامشلي,SY08,SY0802,,
Sub_district,SY080201,Tal Hmis,تل حميس,SY08,SY0802,,
Sub_district,SY080202,Amuda,عامودا,SY08,SY0802,,
Sub_district,SY080203,Qahtaniyyeh,قحطانية,SY08,SY0802,,
Sub_district,SY080300,Al-Malikeyyeh,مركز المالكية,SY08,SY0803,,
Sub_district,SY080301,Jawadiyah,جوادية,SY08,SY0803,,
Sub_district,SY080302,Ya'robiyah,يعربية,SY08,SY0803,,
Sub_district,SY080400,Ras Al Ain,مركز رأس العين,SY08,SY0804,,
Sub_district,SY080401,Darbasiyah,درباسية,SY08,SY0804,,
Sub_district,SY080000,Al-Hasakeh,مركز الحسكة,SY08,SY0800,,
Sub_district,SY080001,Tal Tamer,تل تمر,SY08,SY0800,,
Sub_district,SY080002,Shadadah,شدادة,SY08,SY0800,,
Sub_district,SY080003,Markada,مركدة,SY08,SY0800,,
Sub_district,SY080004,Be'r Al-Hulo Al-Wardeyyeh,بئر الحلو الوردية,SY08,SY0800,,
Sub_district,SY080005,Areesheh,العريشة,SY08,SY0800,,
Sub_district,SY080006,Hole,الهول,SY08,SY0800,,
Sub_district,SY110300,Al-Thawrah,مركز الثورة,SY11,SY1103,,
Sub_district,SY110301,Mansura,المنصورة,SY11,SY1103,,
Sub_district,SY110302,Jurneyyeh,الجرنية,SY11,SY1103,,
Sub_district,SY110200,Tell Abiad,مركز تل أبيض,SY11,SY1102,,
Sub_district,SY110201,Suluk,سلوك,SY11,SY1102,,
Sub_district,SY110202,Ein Issa,عين عيسى,SY11,SY1102,,
Sub_district,SY110100,Ar-Raqqa,مركز الرقة,SY11,SY1101,,
Sub_district,SY110101,Sabka,السبخة,SY11,SY1101,,
Sub_district,SY110102,Karama,الكرامة,SY11,SY1101,,
Sub_district,SY110103,Maadan,معدان,SY11,SY1101,,
Sub_district,SY130301,Shaqa,شقا,SY13,SY1303,,
Sub_district,SY130302,Ariqa,العريقة,SY13,SY1303,,
Sub_district,SY130303,Little Sura,الصورة الصغيرة,SY13,SY1303,,
Sub_district,SY130300,Shahba,مركز شهبا,SY13,SY1303,,
Sub_district,SY130200,Salkhad,مركز صلخد,SY13,SY1302,,
Sub_district,SY130201,Qarayya,القريا,SY13,SY1302,,
Sub_district,SY130202,Gharyeh,الغارية,SY13,SY1302,,
Sub_district,SY130203,Thibeen,ذيبين,SY13,SY1302,,
Sub_district,SY130204,Milh,ملح,SY13,SY1302,,
Sub_district,SY130000,As-Sweida,مركز السويداء,SY13,SY1300,,
Sub_district,SY130001,Mazra'a,المزرعة,SY13,SY1300,,
Sub_district,SY130002,Mashnaf,المشنف,SY13,SY1300,,
Sub_district,SY140200,Fiq,مركز فيق,SY14,SY1402,,
Sub_district,SY140201,Al-Butayhah,البطيحة,SY14,SY1402,,
Sub_district,SY140000,Quneitra,مركز القنيطرة,SY14,SY1400,,
Sub_district,SY140001,Khan Arnaba,خان أرنبة,SY14,SY1400,,
Sub_district,SY140002,Al-Khashniyyeh,الخشنية,SY14,SY1400,,
Sub_district,SY140003,Masaada,مسعدة,SY14,SY1400,,
Sub_district,SY060303,Kansaba,كنسبا,SY06,SY0603,,
Sub_district,SY060301,Salanfa,صلنفة,SY06,SY0603,,
Sub_district,SY060304,Mzair'a,مزيرعة,SY06,SY0603,,
Sub_district,SY060302,Ein Et-teeneh,عين التينة,SY06,SY0603,,
Sub_district,SY060300,Al-Haffa,مركزالحفة,SY06,SY0603,,
Sub_district,SY060402,Fakhura,الفاخورة,SY06,SY0604,,
Sub_district,SY060403,Jobet Berghal,جوبة برغال,SY06,SY0604,,
Sub_district,SY060400,Al-Qardaha,مركز القرداحة,SY06,SY0604,,
Sub_district,SY060401,Harf Elmseitra,حرف المسيترة,SY06,SY0604,,
Sub_district,SY060200,Jablah,مركز جبلة,SY06,SY0602,,
Sub_district,SY060202,Qteilbiyyeh,القطيلبية,SY06,SY0602,,
Sub_district,SY060203,Ein Shaqaq,عين شقاق,SY06,SY0602,,
Sub_district,SY060204,Dalyeh,دالية,SY06,SY0602,,
Sub_district,SY060201,Ein Elsharqiyeh,عين الشرقية,SY06,SY0602,,
Sub_district,SY060205,Beit Yashout,بيت ياشوط,SY06,SY0602,,
Sub_district,SY060002,Rabee'a,ربيعة,SY06,SY0600,,
Sub_district,SY060001,Bahlolieh,البهلولية,SY06,SY0600,,
Sub_district,SY060003,Ein El-Bayda,عين البيضا,SY06,SY0600,,
Sub_district,SY060005,Kasab,كسب,SY06,SY0600,,
Sub_district,SY060006,Hanadi,هنادي,SY06,SY0600,,
Sub_district,SY060004,Qastal Maaf,قسطل معاف,SY06,SY0600,,
Sub_district,SY060000,Lattakia,مركز اللاذقية,SY06,SY0600,,
Sub_district,SY020401,Aghtrin,اخترين,SY02,SY0204,,
Sub_district,SY020405,Suran,صوران,SY02,SY0204,,
Sub_district,SY020400,A'zaz,مركز اعزاز,SY02,SY0204,,
Sub_district,SY020403,Mare',مارع,SY02,SY0204,,
Sub_district,SY020402,Tall Refaat,تل رفعت,SY02,SY0204,,
Sub_district,SY020404,Nabul,نبل,SY02,SY0204,,
Sub_district,SY020203,Ar-Ra'ee,الراعي,SY02,SY0202,,
Sub_district,SY020206,A'rima,عريمة,SY02,SY0202,,
Sub_district,SY020200,Al Bab,مركز الباب,SY02,SY0202,,
Sub_district,SY020201,Tadaf,تادف,SY02,SY0202,,
Sub_district,SY020205,Rasm Haram El-Imam,رسم حرمل الامام,SY02,SY0202,,
Sub_district,SY020202,Dayr Hafir,دير حافر,SY02,SY0202,,
Sub_district,SY020204,Eastern Kwaires ,كويرس شرقي,SY02,SY0202,,
Sub_district,SY020700,As-Safira,مركز السفيرة,SY02,SY0207,,
Sub_district,SY020702,Banan,بنان,SY02,SY0207,,
Sub_district,SY020703,Hajeb,الحاجب,SY02,SY0207,,
Sub_district,SY020701,Khanaser,خناصر,SY02,SY0207,,
Sub_district,SY020002,Tall Ed-daman,تل الضمان,SY02,SY0200,,
Sub_district,SY020006,Hadher,الحاضر,SY02,SY0200,,
Sub_district,SY020005,Zarbah,الزربة,SY02,SY0200,,
Sub_district,SY020004,Daret Azza,دارة عزة,SY02,SY0200,,
Sub_district,SY020001,Atareb,أتارب,SY02,SY0200,,
Sub_district,SY020003,Haritan,حريتان,SY02,SY0200,,
Sub_district,SY020000,Jebel Saman,مركز جبل سمعان,SY02,SY0200,,
Sub_district,SY020800,Jarablus,مركز جرابلس,SY02,SY0208,,
Sub_district,SY020801,Ghandorah,غندورة,SY02,SY0208,,
Sub_district,SY020301,Bulbul,بلبل,SY02,SY0203,,
Sub_district,SY020303,Raju,راجو,SY02,SY0203,,
Sub_district,SY020306,Ma'btali,معبطلي,SY02,SY0203,,
Sub_district,SY020305,Sheikh El-Hadid,شيخ الحديد,SY02,SY0203,,
Sub_district,SY020302,Jandairis,جنديرس,SY02,SY0203,,
Sub_district,SY020304,Sharan,شران,SY02,SY0203,,
Sub_district,SY020300,Afrin,مركز عفرين,SY02,SY0203,,
Sub_district,SY020601,Lower Shyookh,شيوخ تحتاني,SY02,SY0206,,
Sub_district,SY020600,Ain al Arab,مركز عين العرب,SY02,SY0206,,
Sub_district,SY020602,Sarin,صرين,SY02,SY0206,,
Sub_district,SY020500,Menbij,مركز منبج,SY02,SY0205,,
Sub_district,SY020501,Abu Qalqal,أبو قلقل,SY02,SY0205,,
Sub_district,SY020502,Al-Khafsa,الخفسة,SY02,SY0205,,
Sub_district,SY020503,Maskana,مسكنة,SY02,SY0205,,
Sub_district,SY050200,As-Suqaylabiyah,مركز السقيلبية,SY05,SY0502,,
Sub_district,SY050201,Tell Salhib,تلسلحب,SY05,SY0502,,
Sub_district,SY050202,Ziyara,الزيارة,SY05,SY0502,,
Sub_district,SY050203,Shat-ha,شطحة,SY05,SY0502,,
Sub_district,SY050204,Madiq Castle,قلعة المضيق,SY05,SY0502,,
Sub_district,SY050300,As-Salamiyeh,مركز السلمية,SY05,SY0503,,
Sub_district,SY050301,Eastern Bari,بري شرقي,SY05,SY0503,,
Sub_district,SY050302,As-Saan,السعن,SY05,SY0503,,
Sub_district,SY050304,Oqeirbat,عقيربات,SY05,SY0503,,
Sub_district,SY050500,Muhradah,مركز محردة,SY05,SY0505,,
Sub_district,SY050501,Kafr Zeita,كفرزيتا,SY05,SY0505,,
Sub_district,SY050502,Karnaz,كرناز,SY05,SY0505,,
Sub_district,SY050100,Hama,مركز حماة,SY05,SY0501,,
Sub_district,SY050101,Suran,صوران,SY05,SY0501,,
Sub_district,SY050102,Harbanifse,حربنفسه,SY05,SY0501,,
Sub_district,SY050103,Hamra,الحمراء,SY05,SY0501,,
Sub_district,SY050400,Masyaf,مركز مصياف,SY05,SY0504,,
Sub_district,SY050401,Jeb Ramleh,جب رملة,SY05,SY0504,,
Sub_district,SY050402,Oj,عوج,SY05,SY0504,,
Sub_district,SY050404,Wadi El-oyoun,وادي العيون,SY05,SY0504,,
Sub_district,SY050403,Ein Halaqim,عين حلاقيم,SY05,SY0504,,
Sub_district,SY040400,Ar-Rastan,مركز الرستن,SY04,SY0404,,
Sub_district,SY040401,Talbiseh,تلبيسة,SY04,SY0404,,
Sub_district,SY040200,Al-Qusayr,مركز القصير,SY04,SY0402,,
Sub_district,SY040600,Al Makhrim,المخرم,SY04,SY0406,,
Sub_district,SY040601,Jeb Ej-Jarrah,جب الجراح,SY04,SY0406,,
Sub_district,SY040500,Tadmor,مركز تدمر,SY04,SY0405,,
Sub_district,SY040501,Sokhneh,السخنة,SY04,SY0405,,
Sub_district,SY040300,Tall Kalakh,مركز تلكلخ,SY04,SY0403,,
Sub_district,SY040301,Hadideh,حديدة,SY04,SY0403,,
Sub_district,SY040304,Hawash,الحواش,SY04,SY0403,,
Sub_district,SY040303,Nasra,الناصرة,SY04,SY0403,,
Sub_district,SY040100,Homs,مركز حمص,SY04,SY0401,,
Sub_district,SY040101,Taldu,تلدو,SY04,SY0401,,
Sub_district,SY040102,Kherbet Tin Noor,خربة تين نور,SY04,SY0401,,
Sub_district,SY040103,Ein Elniser,عين النسر,SY04,SY0401,,
Sub_district,SY040104,Farqalas,الفرقلس,SY04,SY0401,,
Sub_district,SY040105,Raqama,الرقاما,SY04,SY0401,,
Sub_district,SY040107,Mahin,مهين,SY04,SY0401,,
Sub_district,SY040109,Sadad,صدد,SY04,SY0401,,
Sub_district,SY040106,Qaryatein,القريتين,SY04,SY0401,,
Sub_district,SY040110,Qabu,القبو,SY04,SY0401,,
Sub_district,SY040111,Shin,شين,SY04,SY0401,,
Sub_district,SY040108,Hasyaa,حسياء,SY04,SY0401,,
Sub_district,SY120300,Izra',مركز ازرع,SY12,SY1203,,
Sub_district,SY120301,Jasim,جاسم,SY12,SY1203,,
Sub_district,SY120302,Hrak,الحراك,SY12,SY1203,,
Sub_district,SY120303,Nawa ,نوى,SY12,SY1203,,
Sub_district,SY120304,Sheikh Miskine,الشيخ مسكين,SY12,SY1203,,
Sub_district,SY120305,Tassil,تسيل,SY12,SY1203,,
Sub_district,SY120200,As-Sanamayn,مركز الصنمين,SY12,SY1202,,
Sub_district,SY120201,Masmiyyeh,المسمية,SY12,SY1202,,
Sub_district,SY120202,Ghabagheb,غباغب,SY12,SY1202,,
Sub_district,SY120000,Dar'a,مركز درعا,SY12,SY1200,,
Sub_district,SY120001,Busra Esh-Sham,بصرى الشام,SY12,SY1200,,
Sub_district,SY120002,Kherbet Ghazala,خربة غزالة,SY12,SY1200,,
Sub_district,SY120003,Ash-Shajara,الشجرة,SY12,SY1200,,
Sub_district,SY120004,Da'el,داعل,SY12,SY1200,,
Sub_district,SY120005,Mzeireb,مزيريب,SY12,SY1200,,
Sub_district,SY120006,Jizeh,الجيزة,SY12,SY1200,,
Sub_district,SY120007,Mseifra,المسيفرة,SY12,SY1200,,
Sub_district,SY090200,Abu Kamal,مركز البوكمال,SY09,SY0902,,
Sub_district,SY090201,Hajin,هجين,SY09,SY0902,,
Sub_district,SY090202,Jalaa,الجلاء,SY09,SY0902,,
Sub_district,SY090203,Susat,سوسة,SY09,SY0902,,
Sub_district,SY090300,Al Mayadin,مركز الميادين,SY09,SY0903,,
Sub_district,SY090301,Thiban,ذيبان,SY09,SY0903,,
Sub_district,SY090302,Ashara,عشارة,SY09,SY0903,,
Sub_district,SY090100,Deir-ez-Zor,مركز دير الزور,SY09,SY0901,,
Sub_district,SY090101,Kisreh,كسرة,SY09,SY0901,,
Sub_district,SY090102,Basira,بصيرة,SY09,SY0901,,
Sub_district,SY090103,Muhasan,موحسن,SY09,SY0901,,
Sub_district,SY090104,Tabni,التبني,SY09,SY0901,,
Sub_district,SY090105,Khasham,خشام,SY09,SY0901,,
Sub_district,SY090106,Sur,صور,SY09,SY0901,,
Sub_district,SY030401,Sidnaya,صيدنايا,SY03,SY0304,,
Sub_district,SY030402,Rankus,رنكوس,SY03,SY0304,,
Sub_district,SY030700,Az-Zabdani,مركز الزبداني,SY03,SY0307,,
Sub_district,SY030701,Dimas,الديماس,SY03,SY0307,,
Sub_district,SY030702,Ein Elfijeh,عين الفيجة,SY03,SY0307,,
Sub_district,SY030703,Madaya,مضايا,SY03,SY0307,,
Sub_district,SY030704,Sarghaya,سرغايا,SY03,SY0307,,
Sub_district,SY030300,Al Qutayfah,مركز القطيفة,SY03,SY0303,,
Sub_district,SY030301,Jirud,جيرود,SY03,SY0303,,
Sub_district,SY030302,Ma'loula,معلولا,SY03,SY0303,,
Sub_district,SY030303,Raheiba,الرحيبة,SY03,SY0303,,
Sub_district,SY030600,An Nabk,مركز النبك,SY03,SY0306,,
Sub_district,SY030601,Deir Attiyeh,دير عطية,SY03,SY0306,,
Sub_district,SY030901,Sahnaya,صحنايا,SY03,SY0309,,
Sub_district,SY030200,Duma,مركز دوما,SY03,SY0302,,
Sub_district,SY030202,Sabe Byar,السبع بيار,SY03,SY0302,,
Sub_district,SY030203,Dhameer,الضمير,SY03,SY0302,,
Sub_district,SY030204,Nashabiyeh,النشابية,SY03,SY0302,,
Sub_district,SY030205,Ghizlaniyyeh,الغزلانية,SY03,SY0302,,
Sub_district,SY030206,Haran Al'awameed,حران العواميد,SY03,SY0302,,
Sub_district,SY030800,Qatana,مركز قطنا,SY03,SY0308,,
Sub_district,SY030802,Sa'sa',سعسع,SY03,SY0308,,
Sub_district,SY030801,Bait Jan,بيت جن,SY03,SY0308,,
Sub_district,SY030101,Kisweh,الكسوة,SY03,SY0301,,
Sub_district,SY030104,Maliha,المليحة,SY03,SY0301,,
Sub_district,SY030500,Yabroud,مركز يبرود,SY03,SY0305,,
Sub_district,SY030501,Esal El-Ward,عسال الورد,SY03,SY0305,,
Sub_district,SY100500,Sheikh Badr,مركز الشيخ بدر,SY10,SY1005,,
Sub_district,SY100502,Qumseyyeh,قمصية,SY10,SY1005,,
Sub_district,SY100501,Baramanet Elmashayekh,برمانة المشايخ,SY10,SY1005,,
Sub_district,SY100200,Banyas,مركز بانياس,SY10,SY1002,,
Sub_district,SY100201,Rawda,الروضة,SY10,SY1002,,
Sub_district,SY100601,Anaza,العنازة,SY10,SY1006,,
Sub_district,SY100603,Hamam Wasil,حمام واصل,SY10,SY1006,,
Sub_district,SY100604,Tawahin,الطواحين,SY10,SY1006,,
Sub_district,SY100206,Taleen,تالين,SY10,SY1002,,
Sub_district,SY100602,Qadmous,القدموس,SY10,SY1006,,
Sub_district,SY100400,Dreikish,مركز دريكيش,SY10,SY1004,,
Sub_district,SY100401,Jneinet Raslan,جنينة رسلان,SY10,SY1004,,
Sub_district,SY100402,Hamin,حمين,SY10,SY1004,,
Sub_district,SY100403,Dweir Raslan,دوير رسلان,SY10,SY1004,,
Sub_district,SY100300,Safita,مركز صافيتا,SY10,SY1003,,
Sub_district,SY100301,Mashta Elhiu,مشتى الحلو,SY10,SY1003,,
Sub_district,SY100302,Bariqiyeh,البارقية,SY10,SY1003,,
Sub_district,SY100303,Sibbeh,سبة,SY10,SY1003,,
Sub_district,SY100304,Sisniyyeh,السيسنية,SY10,SY1003,,
Sub_district,SY100305,Ras El-Khashufeh,رأس الخشوفة,SY10,SY1003,,
Sub_district,SY100001,Arwad,أرواد,SY10,SY1000,,
Sub_district,SY100000,Tartous,مركز طرطوس,SY10,SY1000,,
Sub_district,SY100002,Hameidiyyeh,الحميدية,SY10,SY1000,,
Sub_district,SY100003,Kherbet Elma'aza,خربة المعزة,SY10,SY1000,,
Sub_district,SY100004,Soda Khawabi,سودا خوابي,SY10,SY1000,,
Sub_district,SY100005,Kareemeh,كريمة,SY10,SY1000,,
Sub_district,SY100006,Safsafa,صفصافة,SY10,SY1000,,
Sub_district,SY050303,Saboura,صبورة,SY05,SY0503,,
Sub_district,SY030103,Jaramana,جرمانا,SY03,SY0301,,
Sub_district,SY030105,Kafr Batna,كفر بطنا,SY03,SY0301,,
Sub_district,SY030106,Arbin,عربين,SY03,SY0301,,
Sub_district,SY030201,Harasta,حرستا,SY03,SY0302,,
Sub_district,SY030400,At Tall,مركز التل,SY03,SY0304,,
Sub_district,SY030900,Markaz Darayya,مركز داريا,SY03,SY0309,,
Sub_district,SY030902,Hajar Aswad,الحجر الأسود,SY03,SY0309,,
Sub_district,SY010000,Damascus,دمشق,SY01,SY0100,,
Sub_district,SY030102,Babella,ببيلا,SY03,SY0301,,
Sub_district,SY030107,Qudsiya,قدسيا,SY03,SY0301,,
Village,other,Other,قرية أخرى,SY02,SY0204,SY020401,
Village,other,Other,قرية أخرى,SY02,SY0204,SY020405,
Village,other,Other,قرية أخرى,SY02,SY0204,SY020400,
Village,other,Other,قرية أخرى,SY02,SY0204,SY020403,
Village,other,Other,قرية أخرى,SY02,SY0204,SY020402,
Village,other,Other,قرية أخرى,SY02,SY0204,SY020404,
Village,other,Other,قرية أخرى,SY02,SY0202,SY020203,
Village,other,Other,قرية أخرى,SY02,SY0202,SY020206,
Village,other,Other,قرية أخرى,SY02,SY0202,SY020200,
Village,other,Other,قرية أخرى,SY02,SY0202,SY020201,
Village,other,Other,قرية أخرى,SY02,SY0202,SY020205,
